id,termfrom,termto
d14cd7c5-6d42-4a8b-aef1-03fc6f6316c4,03,01
c20f4a78-16c0-4077-a474-26fc7cf081a4,03,01			
e0k896bvkpn48svi1chd2h3fmlafugrgg1tejlo1,03,01			
lkt91mhr63g5ag7eph0rhm0hjdtd3qkl5a6hs801,03,01
efcc2ebc-674e-4692-8d2d-5d7f3974f0c9,02,01
2e8a99ed-0a20-4ad4-8e1e-ece8101a95fe,04,01
72fe7302-4794-4677-acba-aa2b0eabc137,04,01			
18ed47e6-b1b5-49a5-900b-b64b6eb24537,04,01			
0882a404-3240-42c4-a820-d403c8ab7278,04,01
16aecbb4-48cc-4c1f-a0e5-efe5846694ac,02,01
9b25f1e3-72bd-4ccc-8d5e-b7d65f554a70,02,01			
8450a295-298f-4912-8ab4-f7dfbe312d14,02,01			
19cd04a7-f6da-4d44-a1e3-ad70910b70a4,02,01			
a95bcd5b-4c27-44d2-bdf3-da29e797e1d4,02,01
70f362b2-5152-42c1-9adc-9fe632cfc326,02,01
fd121d39-5645-4e26-aa15-9deee322ec50,02,01			
b0cacd35-8fe8-45cc-b46e-9d37c330453c,02,01			
907bd37c-45ca-4cd2-ab4a-4bea697e9c1e,02,01
65806d5e-0c94-4402-a56c-92dbf906937c,03,01
73160177-76a4-48e2-9267-db8102bbbb7a,03,01			
a591f626-7976-4807-a456-ae7a83543398,03,01			
d30d8241-48ea-4130-befe-a9dba08df113,03,01			
kgnq6i8f8btcc7tc22td5comca1iik5tuh3dbqo1,03,01			
ef3fd65e-5668-4b19-be26-257972632a86,03,01			
e3110405-f7c5-4d43-b2d8-5794bc425194,03,01
55098240-2e0e-4be5-a6bb-baa5f69535c0,05,01
2dbc6942-bf80-43f6-b338-034ca96d7cd7,05,01			
c4cbdf3f-1d29-453a-8ff3-53a44e8ada91,05,01			
19433ce7-2816-400d-8a53-f1239541707a,05,01			
615faa9a-ca7c-4ffe-beef-61bc66bf79f7,05,01			
86b061f6-c7b2-49b0-a91a-9eff5a8bb503,05,01			
rpjn9f1pqdq0ufi98l0bs4a8k91uj43t50lrh1g1,05,01
f7bab4a6-a1c5-4cac-99be-cb49a3bdea81,02,01
85f51716-63d9-4e48-ad32-7a593b15cff6,02,01			
f392547f-201b-4409-872f-9c3d5e4990af,02,01			
8b327e04-ada2-49ce-81ac-ca99c3595178,02,01			
3fe67e99-e82e-4d9c-8c24-88c60544ed24,02,01			
22e5d59e-5e52-49c3-af31-dbe09e80f6a8,02,01
83263e45-fde5-4abc-b5ed-c5f8e58fec38,03,01
cb941cd9-cf33-4025-b6c2-b2fe3d17a7fe,03,01			
97b00c7e-70b1-4b6a-92c7-3315717ba6da,03,01			
m1tk9lhsh2lbq805erpn487eo4g8mdo4p93dbqo1,03,01			
prsj4vvf1mk9hvumpn9dsbfr6vb7qhhu14eotc01,03,01
9215846c-151a-49bd-833e-e6658af45b9a,02,01
1037952d-f3b6-4583-a8b8-79896644943b,03,01
a8360c0d-19b7-4ad8-a1ad-8962726508e1,03,01
51fa463a-82af-4213-90d5-cd13baa3fe8f,02,01
8c175087-f84b-4cc9-bb5a-a8d4e1e3f13b,02,01			
1ae0b7f7-23b0-4c7d-968c-4ee9e27a7865,02,01			
4a4b50d0-1a16-42da-8b9d-89dec13306cd,02,01			
6d0fe4ef-f683-4c31-a4e8-58231efc5250,02,01
550cceeb-e629-4e2b-a375-128032651900,03,01
21552207-f2b4-46cd-9615-eaca1d214702,03,01			
4d2d0b22-f216-4d60-84ee-f3f1d984c853,02,01
99b0e3d5-19bd-4257-83ee-a373d0bbf658,03,01
c347ee6f-7ea3-4594-94a6-31405fec76ef,03,01			
c81878b5-4751-4c4b-8e7f-e95f26015f96,03,01			
fc4d49eb-040f-4b17-bc1f-8c1238c9f5c7,03,01			
0e444af6-edf7-4488-bf5c-cb3a4353190f,03,01			
f7ccf98d-ad9b-40f0-95dc-35549e677e88,03,01
55db76d8-a46f-4af6-9678-bc6af9ae18b7,02,01
305ee2d1-77b6-4eb5-8e47-1d1356af214a,02,01			
4d5f17eb-7541-4542-a4d4-df2811bfd03c,02,01			
25567047-78ef-49a5-b232-a561d7414a66,02,01
39sk097eqhrr5dp8s7qk83p692kg41iejgjr92g1,03,01
9aq1g5tm096ir4ehuuc10f8u5v76bo79r2gj4301,03,01
5b187f58-44f7-4596-8091-543e19acd5b7,02,01
622a7d58-2da8-4aa7-a208-27440f86812a,02,01			
4fdd9bc6-559d-4bfe-bb64-e4c4b4e39a33,02,01			
201a739e-2f04-4b0d-88b0-70475851ea5d,02,01
d9113158-e7a1-4cd5-addf-a7716345749b,03,01
170609dd-dcd9-48f1-9d3b-a5d48ae5a3ac,03,01			
40c887e5-3a1a-4979-afc6-a13343c35157,03,01			
64b0f8f4-870b-49a9-9eb9-2aa731cc2b96,03,01			
b2381af7-ad4a-4609-9a9d-063b38c896e1,03,01			
rqeplgsipeq1fah5h5ar939p4f16jlfc4h0d7r81,03,01			
8b7cosaju9o437hh39b6gii2s81qh4v95n5lgpg1,03,01
d2b91b90-7bae-4ccb-99aa-42c6f0e76b84,02,01
cb4344ae-9712-4c04-a820-913872273202,02,01
qac56s87plkqttfjvf3fs9c0qkq9tqjhg449n981,03,01
fsmbni6si9ebg41mr68itp51vofr9sjlvfsmkl01,03,01
67e63e53-97ab-4318-91d2-22f0913c21c7,02,01
c62d50b6-24cb-4fe2-bf27-485cbbd37887,02,01			
78c9dd99-6e72-4819-80b8-8ea8f0574c1d,02,01
3e947865-40c3-4c62-9ca0-e2ed7326ee13,02,01
c9abd1f4-ce7c-4b4b-a3ec-5dc5e50458f3,02,01			
ac00ba49-be97-49d6-92f8-a0796d28222b,02,01			
5320f604-2148-4ec4-850f-bf4df9cc0154,02,01
a424e1de-a060-4566-a36c-45f477d663cc,03,01
88c48d91-a451-4745-9a09-6969d00b66d6,03,01			
8j081n79qh212oa2o5nkuogj9mm0e9r7uosql501,03,01			
ke7ct13n540fqqe5adkm2tupee93j64s7f846v81,03,01
